Id,MSSubClass,MSZoning,Street,LotShape,BldgType,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
727,20,RL,Pave,IR1,1Fam,6,1988,2007,BrkFace,Ex,Y,1680,2,0,3,1,Gd,5,1,2,0,12,2009,WD,Normal,222000
728,20,RL,Pave,Reg,1Fam,7,2007,2007,Stone,Ex,Y,1232,2,0,2,1,Gd,6,0,2,0,2,2009,WD,Normal,194500
729,90,RL,Pave,Reg,Duplex,5,1958,1958,BrkFace,TA,Y,1776,2,0,4,2,TA,9,0,3,0,7,2009,COD,Abnorml,110000
730,30,RM,Pave,Reg,1Fam,4,1925,1950,None,TA,Y,1208,1,0,2,1,TA,5,0,2,0,1,2009,WD,Normal,103000
731,120,RL,Pave,IR1,TwnhsE,8,1995,1996,None,Ex,Y,1616,2,0,2,1,Gd,5,1,2,0,3,2010,WD,Normal,236500
732,80,RL,Pave,IR1,1Fam,7,2003,2003,BrkFace,Ex,Y,1146,2,0,3,1,Gd,6,1,2,0,5,2007,WD,Normal,187500
733,60,RL,Pave,IR1,1Fam,7,1998,1999,BrkFace,Ex,Y,2031,2,1,3,1,Gd,8,1,2,0,7,2008,WD,Normal,222500
734,20,RL,Pave,Reg,1Fam,5,1961,1983,None,Ex,Y,1144,1,0,3,1,TA,6,1,1,400,3,2009,WD,Normal,131400
735,20,RL,Pave,IR1,1Fam,5,1968,1968,None,TA,Y,948,1,0,3,1,TA,6,0,1,0,5,2007,WD,Family,108000
736,75,RM,Pave,Reg,1Fam,7,1914,1970,None,Fa,N,1768,1,1,2,1,TA,6,2,2,0,10,2006,WD,Normal,163000
737,90,RL,Pave,Reg,Duplex,3,1950,1950,None,Gd,N,1040,2,0,2,2,TA,6,0,2,0,7,2006,WD,Normal,93500
738,60,RL,Pave,IR1,1Fam,8,2005,2005,None,Ex,Y,1801,2,1,3,1,Gd,8,1,3,0,6,2006,WD,Normal,239900
739,90,RL,Pave,Reg,Duplex,5,1987,1988,None,TA,Y,1200,3,0,3,1,TA,5,0,0,0,3,2009,WD,Alloca,179000
740,60,RL,Pave,IR1,1Fam,7,2004,2004,None,Ex,Y,1728,2,1,3,1,Gd,7,0,2,0,4,2009,WD,Normal,190000
741,70,RM,Pave,Reg,1Fam,5,1910,2002,None,Ex,Y,1432,2,0,2,1,TA,7,0,2,0,5,2007,WD,Abnorml,132000
742,20,RL,Pave,IR1,1Fam,6,1961,1996,None,Gd,Y,912,1,0,3,1,Gd,5,0,1,0,5,2008,WD,Normal,142000
743,20,RL,Pave,Reg,1Fam,7,2000,2001,BrkFace,Ex,Y,1349,2,0,3,1,TA,6,0,2,0,12,2007,WD,Normal,179000
744,80,RL,Pave,IR1,1Fam,5,1963,1999,None,Ex,Y,1464,2,0,3,1,TA,6,1,2,0,10,2009,WD,Normal,175000
745,120,RL,Pave,IR1,TwnhsE,8,1993,1993,None,Gd,Y,1337,2,0,2,1,Gd,5,1,2,0,10,2008,WD,Normal,180000
746,60,RL,Pave,IR1,1Fam,8,1976,1996,BrkFace,Ex,Y,2715,3,1,4,1,Gd,11,2,2,0,7,2008,WD,Normal,299800
747,60,RL,Pave,IR1,1Fam,7,2000,2000,None,Ex,Y,2256,2,1,4,1,Gd,8,1,2,0,4,2009,WD,Normal,236000
748,70,RM,Pave,IR1,1Fam,7,1880,2003,None,TA,N,2640,1,1,4,1,Gd,8,1,4,0,5,2009,WD,Normal,265979
749,20,RL,Pave,IR1,1Fam,7,1996,1996,BrkFace,Ex,Y,1720,2,0,3,1,Gd,7,1,2,0,3,2010,WD,Normal,260400
750,50,RL,Pave,Reg,1Fam,4,1945,1950,None,TA,N,1529,2,0,4,1,TA,9,0,1,0,4,2009,WD,Normal,98000
751,50,RM,Pave,Reg,1Fam,4,1910,2004,None,Gd,Y,1140,1,0,3,1,TA,7,0,0,0,6,2010,WD,Normal,96500
752,60,RL,Pave,Reg,1Fam,7,2003,2003,None,Ex,Y,1320,2,1,3,1,Gd,6,0,2,0,8,2007,WD,Normal,162000
753,20,RL,Pave,IR1,1Fam,6,1997,1997,None,Ex,Y,1494,2,0,3,1,Gd,6,0,2,0,7,2006,WD,Normal,217000
754,60,RL,Pave,Reg,1Fam,8,2005,2005,BrkFace,Gd,Y,2098,2,1,3,1,Ex,8,1,3,0,3,2006,WD,Normal,275500
755,20,RL,Pave,Reg,1Fam,6,1969,2005,None,Gd,Y,1026,1,0,3,1,Gd,5,0,2,0,7,2009,WD,Normal,156000
756,160,FV,Pave,Reg,TwnhsE,6,1999,1999,BrkFace,Gd,Y,1471,2,1,3,1,TA,6,0,2,0,3,2009,WD,Normal,172500
757,60,RL,Pave,IR1,1Fam,8,2007,2007,None,Ex,Y,1768,2,1,3,1,Gd,7,0,2,0,4,2009,WD,Normal,212000
758,60,RL,Pave,IR1,1Fam,6,1978,1978,BrkCmn,TA,Y,1386,2,1,3,1,TA,6,1,2,0,4,2010,WD,Abnorml,158900
759,160,FV,Pave,Reg,Twnhs,7,1999,1999,BrkFace,Gd,Y,1501,2,1,3,1,TA,6,0,2,0,8,2008,WD,Normal,179400
760,60,RL,Pave,IR1,1Fam,8,1995,1995,BrkFace,Ex,Y,2531,2,1,4,1,Gd,9,1,3,0,11,2007,WD,Normal,290000
761,20,RL,Pave,Reg,1Fam,6,1959,1959,None,Ex,Y,864,1,0,2,1,TA,5,0,1,450,10,2009,WD,Normal,127500
762,30,RM,Pave,Reg,1Fam,5,1924,1950,None,TA,Y,1301,1,0,2,1,Fa,5,0,2,0,10,2009,WD,Normal,100000
763,60,FV,Pave,Reg,1Fam,7,2009,2009,None,Ex,Y,1547,2,1,3,1,Gd,7,0,2,0,6,2010,Con,Normal,215200
764,60,RL,Pave,Reg,1Fam,8,1999,1999,BrkFace,Ex,Y,2365,2,1,3,1,Gd,8,1,3,0,7,2009,WD,Normal,337000
765,120,RL,Pave,IR1,TwnhsE,8,1995,1996,None,Ex,Y,1494,1,1,2,1,Ex,6,1,2,0,4,2006,WD,Normal,270000
766,20,RL,Pave,IR1,1Fam,9,2008,2008,Stone,Ex,Y,1506,2,0,2,1,Ex,6,1,2,0,8,2008,New,Partial,264132
767,60,RL,Pave,Reg,1Fam,7,1988,1988,BrkFace,TA,Y,1714,2,1,3,1,TA,7,1,2,500,3,2010,WD,Normal,196500
768,50,RL,Pave,IR1,1Fam,6,1940,1985,None,Ex,Y,1750,2,0,4,1,TA,7,0,1,1300,7,2008,WD,Normal,160000
769,20,RL,Pave,Reg,1Fam,7,2004,2005,None,Ex,Y,1836,2,0,3,1,Gd,8,1,2,0,10,2006,WD,Normal,216837
770,60,RL,Pave,IR2,1Fam,8,2003,2003,BrkFace,Ex,Y,3279,3,1,4,1,Ex,12,1,3,0,6,2010,WD,Normal,538000
771,85,RL,Pave,IR1,1Fam,5,1982,1982,None,TA,Y,858,1,0,2,1,TA,5,0,2,0,4,2009,WD,Normal,134900
772,20,RL,Pave,Reg,1Fam,4,1951,1951,None,TA,Y,1220,1,0,2,1,TA,6,0,2,0,4,2006,COD,Normal,102000
773,80,RL,Pave,Reg,1Fam,6,1976,1976,None,TA,Y,1117,1,0,3,1,TA,6,1,2,0,3,2010,WD,Abnorml,107000
774,20,RL,Pave,Reg,1Fam,5,1958,1958,None,Ex,Y,912,1,0,2,1,TA,5,0,1,0,7,2007,COD,Normal,114500
775,20,RL,Pave,Reg,1Fam,8,2006,2006,BrkFace,Gd,Y,1973,2,0,3,1,Gd,9,1,3,0,7,2007,New,Partial,395000
776,120,RM,Pave,Reg,TwnhsE,6,1998,1998,BrkFace,Ex,Y,1204,2,0,2,1,TA,5,0,2,0,6,2009,WD,Normal,162000
777,20,RL,Pave,IR1,1Fam,7,2005,2006,BrkFace,Ex,Y,1614,2,0,3,1,Gd,7,0,3,0,7,2006,New,Partial,221500
778,20,RL,Pave,IR1,1Fam,5,1974,1974,None,TA,Y,894,1,0,3,1,TA,5,1,2,0,6,2006,WD,Normal,142500
779,90,RH,Pave,Reg,Duplex,5,1977,1977,BrkFace,TA,Y,2020,2,0,4,2,TA,10,2,2,0,10,2007,WD,Normal,144000
780,90,RL,Pave,Reg,Duplex,6,1977,1977,BrkFace,TA,Y,1004,1,0,2,1,TA,4,0,2,0,5,2006,WD,Normal,135000
781,20,RL,Pave,Reg,1Fam,7,1995,1996,BrkFace,Gd,Y,1253,2,0,3,1,TA,6,1,2,0,6,2007,WD,Normal,176000
782,60,RL,Pave,Reg,1Fam,6,1992,1992,None,Ex,Y,1603,2,1,3,1,Gd,7,0,2,0,7,2006,WD,Normal,175900
783,20,RL,Pave,IR2,1Fam,7,2001,2002,None,Ex,Y,1430,2,0,3,1,Gd,6,0,2,0,6,2009,WD,Normal,187100
784,85,RL,Pave,IR1,1Fam,5,1978,1978,BrkFace,Ex,Y,1110,1,0,1,1,Gd,4,1,2,0,7,2009,WD,Normal,165500
785,75,RM,Pave,Reg,1Fam,6,1914,2001,None,Ex,Y,1484,2,0,3,1,TA,9,1,0,0,6,2008,WD,Normal,128000
786,20,RL,Pave,Reg,1Fam,6,1967,1967,None,TA,Y,1342,2,0,3,1,TA,7,1,2,0,9,2009,WD,Normal,161500
787,50,RM,Pave,Reg,1Fam,5,1915,1950,None,TA,Y,1652,2,0,4,1,TA,7,0,1,1200,6,2010,WD,Normal,139000
788,60,RL,Pave,IR1,1Fam,7,2004,2004,None,Ex,Y,2084,2,1,4,1,Gd,8,0,2,0,1,2010,WD,Normal,233000
789,20,RM,Pave,Reg,1Fam,4,1954,2000,None,Ex,Y,901,1,0,2,1,TA,4,0,1,0,8,2008,WD,Normal,107900
790,60,RL,Pave,IR1,1Fam,6,1966,2007,BrkFace,Gd,Y,2087,2,1,5,1,Gd,9,0,2,0,7,2007,WD,Normal,187500
791,120,RL,Pave,Reg,TwnhsE,7,2005,2006,BrkFace,Ex,Y,1145,2,0,2,1,Gd,5,1,2,0,9,2009,WD,Normal,160200
792,80,RL,Pave,IR1,1Fam,6,1976,1976,None,TA,Y,1062,1,0,3,1,TA,5,2,2,0,5,2007,WD,Normal,146800
793,60,RL,Pave,IR1,1Fam,7,1996,1997,None,Ex,Y,2013,2,1,3,1,TA,8,1,2,0,6,2007,WD,Normal,269790
794,20,RL,Pave,Reg,1Fam,8,2007,2007,Stone,Ex,Y,1496,2,0,3,1,Gd,7,0,2,0,6,2007,New,Partial,225000
795,60,RL,Pave,IR1,1Fam,7,1994,1996,None,Ex,Y,1895,2,1,3,1,Gd,7,1,2,500,10,2008,WD,Normal,194500
796,60,RL,Pave,Reg,1Fam,6,1980,1981,BrkFace,TA,Y,1564,2,1,3,1,TA,7,1,2,0,4,2010,WD,Normal,171000
797,20,RL,Pave,Reg,1Fam,6,1977,1977,BrkFace,Ex,Y,1285,1,1,3,1,TA,7,1,2,0,4,2007,WD,Normal,143500
798,20,RL,Pave,Reg,1Fam,5,1953,1953,None,Gd,Y,773,1,0,2,1,TA,4,0,1,0,4,2008,WD,Abnorml,110000
799,60,RL,Pave,Reg,1Fam,9,2008,2009,Stone,Ex,Y,3140,3,1,4,1,Ex,11,2,3,0,7,2009,New,Partial,485000
800,50,RL,Pave,Reg,1Fam,5,1937,1950,BrkFace,Ex,Y,1768,1,1,3,1,Gd,7,2,1,0,6,2007,WD,Normal,175000
801,60,RL,Pave,IR1,1Fam,6,1997,1997,None,Gd,Y,1688,2,1,4,1,Gd,8,0,2,400,5,2008,WD,Normal,200000
802,30,RM,Pave,Reg,1Fam,4,1916,1990,None,Ex,Y,1196,1,0,2,1,TA,5,0,2,0,7,2007,WD,Normal,109900
803,60,RL,Pave,Reg,1Fam,7,2005,2005,None,Ex,Y,1456,2,1,3,1,Gd,7,1,2,0,10,2008,WD,Normal,189000
804,60,RL,Pave,Reg,1Fam,9,2008,2009,Stone,Ex,Y,2822,3,1,4,1,Ex,12,1,3,0,1,2009,New,Partial,582933
805,20,RL,Pave,Reg,1Fam,5,1954,1954,None,TA,Y,1128,1,0,2,1,TA,5,0,1,0,6,2006,WD,Family,118000
806,20,RL,Pave,IR1,1Fam,7,2008,2008,Stone,Ex,Y,1428,2,0,3,1,Ex,6,0,2,0,7,2008,New,Partial,227680
807,80,RL,Pave,Reg,1Fam,5,1967,1967,None,Gd,Y,980,2,0,3,1,TA,6,0,1,0,10,2006,WD,Normal,135500
808,70,RL,Pave,Reg,1Fam,5,1923,2004,None,Ex,Y,1576,1,1,3,1,Gd,6,1,2,0,5,2009,WD,Normal,223500
809,80,RL,Pave,Reg,1Fam,5,1966,1966,BrkFace,TA,Y,1086,1,0,3,1,TA,6,1,2,0,6,2006,WD,Normal,159950
810,75,RM,Pave,Reg,1Fam,5,1898,1965,None,TA,N,2138,2,0,2,3,TA,11,0,2,0,11,2009,WD,Normal,106000
811,20,RL,Pave,Reg,1Fam,6,1974,1999,BrkFace,Fa,Y,1309,1,1,3,1,Gd,5,1,2,0,1,2006,WD,Normal,181000
812,120,RM,Pave,Reg,TwnhsE,6,2004,2004,BrkFace,Ex,Y,848,1,0,1,1,Gd,4,1,2,0,6,2008,ConLD,Normal,144500
813,20,C (all),Grvl,Reg,1Fam,5,1952,1952,None,TA,N,1044,1,0,2,1,Fa,4,0,2,54,6,2010,WD,Alloca,55993
814,20,RL,Pave,Reg,1Fam,6,1958,1958,BrkFace,Gd,Y,1442,1,1,4,1,TA,7,0,1,500,4,2007,COD,Normal,157900
815,50,RL,Pave,Reg,1Fam,5,1918,1950,None,Gd,Y,1250,1,1,3,1,Fa,7,0,1,0,7,2006,WD,Normal,116000
816,20,RL,Pave,IR2,1Fam,7,1998,1998,BrkFace,Ex,Y,1661,2,0,3,1,Gd,6,0,2,0,5,2010,WD,Normal,224900
817,20,RL,Pave,IR1,1Fam,5,1954,1954,None,Gd,Y,1008,1,0,2,1,TA,4,1,1,0,7,2006,WD,Normal,137000
818,20,RL,Pave,IR1,1Fam,8,2002,2002,BrkFace,Ex,Y,1689,2,0,3,1,Gd,7,2,3,0,7,2008,WD,Normal,271000
819,80,RL,Pave,Reg,1Fam,6,1971,1971,BrkFace,Gd,Y,1052,1,0,3,1,TA,6,0,2,0,6,2010,WD,Normal,155000
820,120,RL,Pave,IR1,TwnhsE,7,2009,2010,Stone,Ex,Y,1358,2,0,2,1,Gd,6,1,2,0,6,2010,New,Partial,224000
821,60,RL,Pave,IR1,1Fam,7,2003,2003,None,Ex,Y,1640,2,1,3,1,Gd,6,0,2,0,6,2008,WD,Normal,183000
822,20,RM,Pave,Reg,2fmCon,4,1953,1953,None,TA,N,936,1,0,2,1,TA,4,0,2,0,2,2009,WD,Normal,93000
823,60,RL,Pave,IR1,1Fam,7,2003,2003,None,Ex,Y,1733,2,1,3,1,Gd,7,1,2,0,10,2007,WD,Family,225000
824,50,RL,Pave,Reg,1Fam,6,1940,1950,None,TA,Y,1489,2,0,3,1,TA,7,1,1,0,7,2009,WD,Normal,139500
825,20,FV,Pave,Reg,1Fam,8,2006,2006,None,Ex,Y,1489,2,0,3,1,Gd,7,1,2,0,6,2006,New,Partial,232600
826,20,RL,Pave,Reg,1Fam,10,2007,2008,BrkFace,Ex,Y,2084,2,0,2,1,Ex,7,1,3,0,6,2008,New,Partial,385000
827,45,RM,Pave,Reg,1Fam,5,1924,1950,None,Gd,Y,784,1,0,2,1,Gd,5,0,0,0,5,2008,WD,Normal,109500
828,20,RL,Pave,IR1,1Fam,7,2001,2001,None,Ex,Y,1434,2,0,3,1,Gd,6,1,2,0,4,2009,WD,Normal,189000
829,60,RL,Pave,IR2,1Fam,5,1967,1967,None,TA,Y,2126,2,1,3,1,TA,7,0,2,0,6,2009,WD,Abnorml,185000
830,160,FV,Pave,Reg,Twnhs,7,2005,2005,None,Ex,Y,1223,2,1,2,1,Gd,4,0,2,0,7,2006,WD,Normal,147400
831,20,RL,Pave,IR1,1Fam,6,1957,1957,BrkFace,TA,Y,1392,1,1,3,1,TA,6,2,2,0,6,2008,WD,Normal,166000
832,160,FV,Pave,Reg,TwnhsE,7,2005,2005,None,Ex,Y,1200,2,1,2,1,Gd,4,0,2,0,6,2006,WD,Normal,151000
833,60,RL,Pave,IR1,1Fam,7,2003,2003,BrkFace,Ex,Y,1829,2,1,3,1,Gd,7,1,2,0,1,2010,WD,Normal,237000
834,20,RL,Pave,Reg,1Fam,6,1964,1964,BrkFace,TA,Y,1516,1,1,3,1,TA,6,0,2,0,2,2009,WD,Normal,167000
835,20,RL,Pave,Reg,1Fam,5,1961,1961,BrkFace,Gd,Y,1144,1,0,3,1,TA,6,0,2,0,9,2008,WD,Normal,139950
836,20,RL,Pave,Reg,1Fam,4,1950,1995,None,TA,Y,1067,2,0,2,1,Gd,4,0,2,0,2,2010,WD,Normal,128000
837,30,RM,Pave,Reg,1Fam,5,1948,1973,None,Gd,Y,1559,1,0,2,1,TA,5,0,2,0,6,2007,COD,Normal,153500
838,160,RM,Pave,Reg,Twnhs,6,1973,1973,BrkFace,TA,Y,987,1,1,2,1,TA,5,0,1,0,11,2008,WD,Normal,100000
839,20,RL,Pave,Reg,1Fam,5,1995,2006,None,Ex,Y,1099,1,1,3,1,Gd,6,0,1,0,6,2008,WD,Normal,144000
840,50,RL,Pave,Reg,1Fam,5,1946,1995,None,Ex,Y,1200,1,0,3,1,TA,6,0,1,0,5,2008,WD,Normal,130500
841,70,RH,Pave,IR1,1Fam,6,1925,1950,None,TA,N,1482,2,0,4,1,Fa,7,0,1,0,3,2008,WD,Normal,140000
842,70,RM,Pave,Reg,1Fam,5,1904,2002,None,Gd,Y,1539,2,0,3,1,Gd,8,1,2,0,6,2008,WD,Normal,157500
843,80,RL,Pave,Reg,1Fam,6,1966,1966,BrkFace,TA,Y,1165,1,1,3,1,TA,6,0,2,0,5,2008,WD,Normal,174900
844,90,RL,Pave,Reg,Duplex,5,1961,1961,None,Ex,N,1800,2,0,6,2,TA,10,0,0,0,7,2007,WD,Normal,141000
845,50,RM,Pave,IR1,1Fam,5,1915,1950,None,Gd,Y,1416,1,1,4,1,TA,7,1,3,0,6,2008,WD,Normal,153900
846,85,RL,Pave,IR1,1Fam,5,1975,1981,None,TA,Y,1701,2,0,3,1,TA,6,2,2,0,1,2007,WD,Normal,171000
847,60,RL,Pave,Reg,1Fam,7,1993,1993,BrkFace,Ex,Y,1775,2,1,3,1,Gd,7,1,2,0,7,2009,WD,Normal,213000
848,20,RL,Pave,IR1,1Fam,5,1972,1972,None,Ex,Y,864,1,0,3,1,TA,5,1,1,0,8,2009,WD,Normal,133500
849,50,RL,Pave,IR2,1Fam,6,1908,1997,None,TA,Y,2358,3,0,5,1,TA,10,1,2,0,9,2008,WD,Normal,240000
850,80,RL,Pave,Reg,1Fam,6,1976,1994,BrkFace,Ex,Y,1855,2,1,3,1,TA,7,1,2,0,8,2007,WD,Normal,187000
851,120,RM,Pave,Reg,TwnhsE,6,2003,2003,BrkFace,Ex,Y,848,1,0,1,1,Gd,3,0,2,0,11,2007,WD,Normal,131500
852,120,RL,Pave,Reg,TwnhsE,8,2003,2003,BrkFace,Ex,Y,1456,2,0,2,1,Gd,7,1,2,0,5,2006,WD,Normal,215000
853,75,RL,Pave,Reg,1Fam,7,1941,1950,None,Gd,Y,1646,2,0,4,1,TA,7,2,1,0,8,2007,WD,Normal,164000
854,80,RL,Pave,IR1,1Fam,6,1964,1964,BrkFace,TA,Y,1445,1,1,3,1,TA,7,1,2,0,8,2009,WD,Normal,158000
855,20,RL,Pave,Reg,1Fam,5,1955,1974,None,TA,Y,1779,1,1,3,1,TA,6,1,2,0,7,2006,WD,Abnorml,170000
856,20,RL,Pave,IR1,1Fam,5,1962,2010,None,Ex,Y,1040,1,1,3,1,TA,6,0,1,0,4,2010,WD,Normal,127000
857,80,RL,Pave,IR1,1Fam,6,1978,1978,None,TA,Y,1026,1,0,3,1,TA,5,0,2,0,10,2008,WD,Normal,147000
858,60,RL,Pave,Reg,1Fam,6,1994,1995,None,Gd,Y,1481,2,1,3,1,TA,6,1,2,0,3,2009,WD,Normal,174000
859,20,RL,Pave,Reg,1Fam,7,1976,1976,BrkFace,TA,Y,1370,2,0,3,1,TA,6,1,2,0,6,2009,WD,Family,152000
860,60,RL,Pave,IR1,1Fam,6,1968,1984,BrkFace,TA,Y,2654,2,1,4,1,Gd,9,1,2,0,8,2006,WD,Normal,250000
861,50,RL,Pave,Reg,1Fam,7,1918,1998,None,Gd,Y,1426,1,1,3,1,Gd,7,1,1,0,6,2007,WD,Normal,189950
862,190,RL,Pave,Reg,2fmCon,5,1965,1965,None,Ex,Y,1039,1,1,3,1,TA,6,0,2,0,4,2010,WD,Normal,131500
863,20,RL,Pave,Reg,1Fam,6,1984,1985,None,TA,Y,1097,2,0,3,1,TA,6,0,2,0,5,2010,WD,Normal,152000
864,20,RL,Pave,Reg,1Fam,5,1959,1959,None,TA,Y,1148,1,0,3,1,TA,6,0,1,0,7,2009,WD,Normal,132500
865,20,FV,Pave,Reg,1Fam,7,2007,2008,None,Ex,Y,1372,2,0,3,1,Gd,6,0,2,0,5,2008,New,Partial,250580
866,20,RL,Pave,IR1,1Fam,5,1970,1970,BrkFace,TA,Y,1002,1,0,3,1,TA,5,0,2,0,8,2009,WD,Normal,148500
867,20,RL,Pave,IR1,1Fam,8,2006,2007,Stone,Ex,Y,1646,2,0,3,1,Gd,6,1,3,0,11,2007,New,Partial,248900
868,20,RL,Pave,Reg,1Fam,4,1961,1961,None,TA,Y,1120,1,1,3,1,Fa,5,0,2,400,5,2007,WD,Normal,129000
869,60,RL,Pave,IR2,1Fam,5,1948,1950,None,Gd,Y,2320,2,0,2,1,TA,7,1,2,0,5,2006,WD,Normal,169000
870,60,RL,Pave,Reg,1Fam,7,1993,1994,BrkFace,Ex,Y,1949,2,1,3,1,Gd,8,1,2,0,6,2010,WD,Normal,236000
871,20,RL,Pave,Reg,1Fam,5,1962,1962,None,Gd,N,894,1,0,2,1,TA,5,0,1,0,8,2009,WD,Normal,109500
872,60,RL,Pave,Reg,1Fam,6,1998,1998,BrkFace,Ex,Y,1682,2,1,3,1,Gd,7,0,2,0,6,2010,WD,Normal,200500
873,20,RL,Pave,Reg,1Fam,5,1953,1996,None,Gd,Y,910,1,0,3,1,Gd,5,0,2,0,10,2008,WD,Normal,116000
874,40,RL,Pave,Reg,1Fam,5,1949,1950,None,Gd,Y,1268,1,0,3,1,TA,6,1,1,0,9,2009,WD,Normal,133000
875,50,RM,Pave,Reg,1Fam,5,1941,1950,None,Ex,Y,1131,1,1,3,1,TA,5,0,1,0,8,2009,WD,Abnorml,66500
876,60,FV,Pave,Reg,1Fam,8,2007,2007,None,Ex,Y,2610,2,1,4,1,Ex,11,1,2,0,8,2007,New,Partial,303477
877,20,RL,Pave,Reg,1Fam,4,1963,1963,None,Gd,Y,1040,1,0,3,1,TA,5,0,2,0,1,2007,WD,Normal,132250
878,60,RL,Pave,Reg,1Fam,9,2004,2005,Stone,Ex,Y,2224,2,1,4,1,Ex,10,1,3,0,6,2009,WD,Normal,350000
879,85,RL,Pave,IR1,1Fam,5,1961,1995,None,TA,Y,1155,1,0,3,1,Gd,6,0,2,400,6,2010,WD,Normal,148000
880,20,RL,Pave,IR1,1Fam,5,1978,2005,BrkFace,Ex,Y,864,1,0,3,1,TA,6,0,1,0,7,2009,WD,Normal,136500
881,20,RL,Pave,Reg,1Fam,5,2005,2006,None,Gd,Y,1090,1,1,2,1,TA,5,0,2,0,6,2007,WD,Normal,157000
882,50,RL,Pave,IR1,1Fam,7,1990,1991,BrkFace,Ex,Y,1717,2,1,3,1,Gd,7,1,2,0,4,2007,WD,Normal,187500
883,60,RL,Pave,IR1,1Fam,6,1992,1993,None,Gd,Y,1593,2,1,3,1,TA,7,1,2,0,12,2009,WD,Normal,178000
884,75,RL,Pave,Reg,1Fam,4,1912,1950,None,TA,N,2230,1,0,5,1,TA,10,0,1,0,3,2006,WD,Normal,118500
885,20,RL,Pave,Reg,1Fam,5,1967,1967,BrkFace,TA,Y,892,1,0,3,1,TA,5,0,1,0,7,2009,WD,Normal,100000
886,120,FV,Pave,IR1,TwnhsE,9,1999,2000,BrkFace,Ex,Y,1709,2,0,2,1,Gd,5,1,2,0,1,2008,CWD,Abnorml,328900
887,90,RL,Pave,Reg,Duplex,5,1959,2005,BrkFace,Ex,Y,1712,2,0,4,2,TA,8,0,2,0,6,2006,WD,Family,145000
888,50,RL,Pave,IR1,1Fam,5,1955,1955,None,TA,Y,1393,1,1,3,1,TA,8,0,1,0,4,2008,WD,Normal,135500
889,20,RL,Pave,IR1,1Fam,8,1970,1970,None,Ex,Y,2217,2,0,4,1,Gd,8,1,2,0,10,2007,WD,Normal,268000
890,20,RL,Pave,Reg,1Fam,6,1953,1953,BrkFace,Ex,Y,1505,1,0,2,1,TA,6,1,2,0,2,2009,WD,Normal,149500
891,50,RL,Pave,Reg,1Fam,5,1949,2006,None,Ex,Y,924,1,0,3,1,TA,6,1,2,2000,7,2007,WD,Normal,122900
892,60,RL,Pave,Reg,1Fam,6,1978,1978,BrkFace,Gd,Y,1683,2,1,3,1,TA,7,1,2,0,7,2009,WD,Normal,172500
893,20,RL,Pave,Reg,1Fam,6,1963,2003,None,TA,Y,1068,1,0,3,1,TA,6,0,1,0,2,2006,WD,Normal,154500
894,20,RL,Pave,Reg,1Fam,5,1954,1954,None,TA,Y,1383,1,0,3,1,TA,6,1,1,0,6,2008,WD,Normal,165000
895,90,RL,Pave,Reg,Duplex,5,1979,1979,None,TA,Y,1535,2,0,4,2,TA,8,0,2,0,6,2009,WD,Alloca,118858
896,60,RL,Pave,Reg,1Fam,6,1963,1963,BrkFace,TA,Y,1796,1,1,4,1,TA,8,1,2,0,10,2008,WD,Normal,140000
897,30,RM,Pave,Reg,1Fam,4,1936,1950,None,Ex,N,951,1,0,2,1,TA,6,0,1,0,4,2006,WD,Abnorml,106500
898,90,RL,Pave,Reg,Duplex,5,1979,1979,None,TA,Y,2240,2,0,6,2,TA,12,0,2,0,6,2009,WD,Alloca,142953
899,20,RL,Pave,IR1,1Fam,9,2009,2010,Stone,Ex,Y,2364,2,1,2,1,Ex,11,2,3,0,3,2010,New,Partial,611657
900,20,RL,Pave,Reg,1Fam,5,1961,1994,None,TA,Y,1236,1,0,3,1,TA,6,1,1,0,6,2006,WD,Normal,135000
901,20,RL,Pave,IR1,1Fam,4,1971,1971,None,TA,Y,858,1,0,2,1,TA,4,0,1,0,6,2007,WD,Normal,110000
902,20,RL,Pave,IR1,1Fam,5,1957,2000,None,TA,Y,1306,1,0,2,1,TA,5,0,1,0,5,2009,WD,Normal,153000
903,60,RL,Pave,Reg,1Fam,7,2003,2003,None,Ex,Y,1509,2,1,3,1,Gd,8,1,2,0,7,2006,WD,Normal,180000
904,20,RL,Pave,IR1,1Fam,7,2006,2006,BrkFace,Ex,Y,1670,2,0,3,1,Gd,7,1,3,0,8,2006,New,Partial,240000
905,20,RL,Pave,IR1,1Fam,5,1967,1967,BrkFace,TA,Y,902,1,0,3,1,TA,6,0,1,0,8,2007,WD,Normal,125500
906,20,RL,Pave,Reg,1Fam,5,1954,1954,Stone,TA,Y,1063,1,0,3,1,TA,6,0,1,0,2,2010,WD,Normal,128000
907,20,RL,Pave,IR1,1Fam,8,2006,2006,Stone,Ex,Y,1636,2,0,3,1,Gd,8,1,3,0,6,2007,WD,Normal,255000
908,50,RL,Pave,IR1,1Fam,7,1936,1987,None,Gd,Y,2057,1,1,3,1,Gd,6,1,1,0,6,2006,WD,Normal,250000
